SUM149_DMSO_12H_R	SUM149R_DMSO_12H_R	LOG2_FOLD_CHANGE	P_VALUE
SNX33	7.978225	9.65089	0.274594182553135	0.0698102203712392
SNX4	13.63095	14.92925	0.131255577373859	0.145921109990057
SNX5	115.191	132.473	0.20167034475119	0.219800929850865
SNX6	30.15025	40.6345	0.430535177553692	0.140949569544342
SNX7	27.59055	20.4635	-0.431121296866523	0.0613483172286309
SNX8	9.79998	11.127	0.18321396361283	0.216472867841617
SNX9	33.18495	39.20165	0.24038527823311	0.0999254144670196
SOAT1	8.11549	6.54382	-0.310545140165896	0.0129920391896447
SOCS1	0.12519	0.1534965	0.294086433458654	0.539687010135044
SOCS2	11.61265	15.19865	0.388245951933752	0.121238200831137
SOCS2-AS1	1.012146	1.353365	0.419133573071201	0.442387650108316
SOCS3	1.504695	1.712915	0.186982478384657	0.248764659268087
SOCS4	11.89735	12.7338	0.0980227448803392	0.0544357025941543
SOCS5	8.13594	10.55675	0.375784810174039	0.0401504935372825
SOCS6	13.99465	20.81835	0.572980323287318	0.035198728912539
SOCS7	5.677445	8.69154	0.614369996909091	0.0859402803706272
SOD1	225.2395	272.707	0.275891879227761	0.298827757462483
SOD2	119.273	214.495	0.846676523030175	0.00346893981382725
SOGA1	15.4184	9.51989	-0.695636252748682	0.155964552756634
SOGA2	4.70892	7.751715	0.719119316667964	0.0668593472156361
SOGA3	0.4006945	1.011329	1.33567779088756	0.00852487650814074
SOLH	22.76405	20.7107	-0.13638093742195	0.422769828591948
SON	34.1777	34.3379	0.00674649763633734	0.959542217078697
SORBS1	0.1538985	0.3391825	1.14008256624326	0.0247340276942942
SORBS2	1.018419	0.230138	-2.14576011632754	0.0422103982692666
SORBS3	45.78955	29.39625	-0.639386260794628	0.0804752977444531
SORD	49.30635	69.1987	0.488971476514617	0.0931798219453318
SORT1	11.1863	13.1428	0.232539739611836	0.190829728487351
SOS1	10.14186	8.499375	-0.254893602496231	0.0491284318684521
SOS2	5.41893	5.678165	0.0674167615176961	0.0286395408085111
SOWAHB	0.4381085	0.900244	1.03902787358233	0.0975016411821828
SOWAHC	12.7426	24.98805	0.971578646674873	0.000382911393842976
SOX12	3.163625	3.369975	0.091159288661464	0.453553764583898
SOX13	10.247585	7.365735	-0.476382557788015	0.138675715176407
SOX15	10.278205	2.79906	-1.87657401463316	0.0339823050387962
SOX4	10.263505	9.07202	-0.178027771345815	0.220062069658816
SOX7	1.316055	1.700705	0.369913133640384	0.143464273973969
SOX9	34.5163	45.36455	0.39428752574677	0.0297241991642365
SP1	15.4496	17.96835	0.217888448622572	0.281225883496155
SP100	17.52635	12.3056	-0.510210571956317	0.0332478661048905
SP110	3.458265	1.98507	-0.800858541713832	0.0220096037205717
SP140L	4.151315	3.451115	-0.266505858303314	0.152014526939625
SP2	4.279	7.44853	0.799682052523847	0.0418776758548523
SP3	22.43565	21.64695	-0.051629214794828	0.320711060559923
SP4	2.16645	2.61726	0.27272430889562	0.0320039751041915
SP6	0.9664755	1.97531	1.03127401793206	0.0467388293355369
SP8	1.71962	3.648115	1.08506141371926	0.0227249433276328
SPA17	10.9527	9.334305	-0.230672045509771	0.0435327252568003
SPAG1	5.89784	6.3623	0.109361715864576	0.516881903371009
SPAG16	15.1397	12.5093	-0.275335557048516	0.0323750645188251
SPAG4	1.662935	0.904946	-0.877828167081248	0.0131723798445686
SPAG5	40.7808	38.67795	-0.0763787456452399	0.123816241707713
SPAG5-AS1	0.547755	0.267668	-1.03308607490993	0.216168709493283
SPAG7	48.6767	46.5893	-0.0632327107022209	0.729685719001209
SPAG9	14.17245	23.8908	0.75336598486738	0.036179578005884
SPAST	4.407305	6.117205	0.472975885223887	0.0217985662860332
SPATA13	3.99696	4.466805	0.160340139730758	0.369971817489917
SPATA17	2.70815	1.383035	-0.969469982898235	0.0501847298573065
SPATA2	5.44539	5.450085	0.00124335169163672	0.987981734003289
SPATA20	13.60885	13.55935	-0.00525713764960542	0.937659521366781
SPATA24	3.958565	3.57005	-0.149033260838809	0.236598744686016
SPATA25	0.977932	1.164865	0.25235670922071	0.658212649824978
SPATA2L	7.253615	5.535445	-0.390000872063466	0.193499621969032
SPATA5	3.183915	3.091555	-0.0424691492611981	0.757609602496691
SPATA5L1	10.9624	14.61645	0.415029274009095	0.00997705382553766
SPATA7	1.11496	0.740278	-0.590852893832672	0.0814933880625066
SPATC1L	12.59095	5.99841	-1.06973509899135	0.0164970173357935
SPATS2	8.308095	10.05832	0.275799739745528	0.0274014801734649
SPATS2L	11.00245	7.77548	-0.500821171192725	0.0292866897686397
SPC24	19.56675	16.5772	-0.239203800392801	0.0901091786970371
SPC25	26.7858	20.14035	-0.411379630266588	0.0333669144418378
SPCS1	46.9111	57.57375	0.295481853176156	0.265736106913502
SPCS2	39.7195	43.9927	0.147416685731085	0.240455581147422
SPCS3	60.60755	49.06315	-0.304857662034241	0.0125124906828104
SPDL1	35.1888	38.95925	0.146849588045891	0.219827376879764
SPDYE7P	3.886455	3.528395	-0.139442733754388	0.726629099660534
SPECC1	7.626695	10.06902	0.400793364159829	0.120147936960513
SPECC1L	12.53375	16.57745	0.403403981298929	0.122770944278574
SPEG	6.21221	4.19019	-0.56809093700218	0.0661336949430148
SPEN	13.7997	12.7596	-0.113053800882835	0.698615474099593
SPG11	4.804945	6.9775	0.538190302065757	0.18412414865333
SPG20	19.6662	18.8897	-0.0581184304052242	0.39114107667112
SPG21	54.40385	69.22105	0.347502075255308	0.023020932563413
SPG7	21.8374	16.0966	-0.440045108976702	0.0785501395896417
SPHK1	33.15695	28.74705	-0.205897388706642	0.272646189488868
SPHK2	5.832155	6.92683	0.248166204896232	0.248212419943846
SPICE1	5.93288	5.817945	-0.0282229447905504	0.10365674412172
SPIN1	32.06535	35.97665	0.166045700342229	0.142051537152986
SPIN2B	3.4662	2.3705	-0.548163507447524	0.0599951695021149
SPIN3	7.7716	7.90075	0.023777963398044	0.524964311479233
SPIN4	9.361095	8.96114	-0.0629950189725563	0.562310823997807
SPINK6	10.211985	57.47935	2.49278042356304	0.0875504203051524
SPINT1	65.12575	78.2328	0.264545519008009	0.0234990441941885
SPINT2	179.3425	214.385	0.257486553562012	0.235449106294586
SPIRE1	9.525105	13.9032	0.545610074600351	0.00564714195637441
SPIRE2	5.183855	3.770625	-0.45922168724649	0.0321563684279119
SPNS1	35.20315	44.96775	0.353186171429024	0.13343484956025
SPOCK1	2.692225	3.609365	0.422946057557671	0.066420329567964
SPOCK2	0.3613225	1.40435	1.95854353593291	0.0101384720479289
SPON2	1.265675	1.0369185	-0.287604491845325	0.210753837983174
SPOP	15.8733	26.6849	0.749421514641672	0.0337328820699385
SPOPL	2.953105	2.249905	-0.392368567189203	0.0038733903687171
SPPL2A	21.13965	20.3584	-0.0543273087406779	0.245822564864712
SPPL2B	6.456585	6.62574	0.0373102917066318	0.716348856366946
SPPL3	8.1829	11.3324	0.469769304030222	0.0392383735554216
SPR	55.3664	72.44815	0.387938131419596	0.0571822993741328
SPRED1	8.883995	11.89315	0.420850389477964	0.0332562351395567
SPRED2	10.6168	12.14615	0.194150100840462	0.148044971271699
SPRN	2.405125	3.113005	0.372196017818918	0.0658786853393379
SPRTN	17.14765	15.0756	-0.185795454096283	0.221622683868082
SPRY1	0.713694	1.430855	1.00349993066361	0.010941059044962
SPRY2	10.90855	14.8809	0.448002436906593	0.120218655035513
SPRY4	7.493185	8.77079	0.227127723768198	0.0513111719911188
SPRYD3	10.72055	14.8209	0.467254135277055	0.0419484705354497
SPRYD4	7.899165	8.91212	0.174068500579666	0.223647491549093
SPRYD7	7.399935	6.884685	-0.104121951169832	0.323699087751331
SPSB1	4.598775	4.923315	0.098380433960428	0.41349847915383
SPSB2	20.9095	11.0899	-0.914912207317138	0.139793049740427
SPSB3	15.7119	15.42955	-0.0261616660282678	0.831206914712893
SPTAN1	33.7666	35.815	0.0849670221091012	0.553207960644179
SPTBN1	42.11985	43.3575	0.0417812745243174	0.83250653482349
SPTBN2	20.26315	18.86915	-0.102829029950673	0.348821254546107
SPTLC1	63.7911	81.24175	0.348866160301269	0.0364651362662507
SPTLC2	6.381455	5.93332	-0.105045809011159	0.169193695045888
SPTLC3	9.935455	5.68319	-0.805885089782461	2.29716949814657e-05
SPTSSA	34.54205	42.0364	0.283285415687401	0.197162873689398
SPTY2D1	4.34988	5.3803	0.306711016289353	0.268773808205244
SQLE	63.3309	44.6395	-0.504588713937513	0.0462762224651325
SQRDL	17.6959	25.65485	0.535816452335474	0.0791053111036045
SQSTM1	137.7985	260.1565	0.916819569715064	0.00605253506278305
SRA1	18.79585	18.97975	0.0140468299100076	0.907365818688799
SRBD1	10.7951	9.71935	-0.151444868575674	0.156955187525075
SRC	16.34	8.73067	-0.904243706465004	0.0454554486174501
SRCAP	31.5206	33.3875	0.0830130738584215	0.710126092731994
SRD5A1	4.840265	12.67945	1.38933422566943	0.00287172210216775
SRD5A3	3.551245	4.34165	0.28991853331885	0.0782035021489983
SREBF1	42.1276	25.3313	-0.733844610297814	0.112885810539158
SREBF2	54.63835	45.38755	-0.267617302626243	0.0773579021042451
SREK1	25.1818	21.04725	-0.258749665487002	0.0564041350793876
SREK1IP1	4.601485	4.437245	-0.0524353126472766	0.446671552504097
SRF	13.7998	10.3652	-0.41289940422902	0.0051640326081779
SRFBP1	7.74132	12.86555	0.732861641830145	0.0068446432792388
SRGAP1	2.319955	5.256725	1.18006744204856	0.0612295373438922
SRGAP2	8.163965	6.08742	-0.423439089730653	0.0178409182577001
SRGAP2C	7.1167	5.619615	-0.340737126600712	0.0276799048785939
SRGAP2D	2.02437	1.31854	-0.618531661400071	0.0829957300491776
SRI	87.1589	86.9774	-0.0030074056327419	0.859349563477645
SRM	183.4485	149.247	-0.297673175873152	0.127223812039203
SRMS	4.56044	6.690665	0.552976585555364	0.0557851113158625
SRP14	275.421	316.2445	0.199401824535624	0.251539336181334
SRP19	33.0967	46.87405	0.502102075362595	0.101789683245712
SRP54	32.2987	31.73825	-0.0252535163224435	0.788325327029323
SRP68	44.77705	34.2057	-0.388522729489012	0.00906556643942682
SRP72	33.71415	38.37335	0.186750493015448	0.0342565852121769
SRP9	382.8075	381.836	-0.00366596717655927	0.963635898920785
SRPK1	68.11325	50.03395	-0.44502811911054	0.0103383050497788
SRPK2	12.8846	16.08645	0.320198233764162	0.00244585332284127
SRPR	50.53485	63.9663	0.340033389018716	0.0286719707481926
SRPRB	35.6068	46.04445	0.370874484700538	0.0317585777737415
SRPX	31.57555	20.54915	-0.619729144718556	0.0489553060800044
SRPX2	3.81898	2.257465	-0.758483744417858	0.00267740424699559
SRR	5.23387	3.17407	-0.721544145564931	0.0295026090889215
SRRD	16.73	24.49725	0.550182359605052	0.0651210989278258
SRRM1	54.36255	34.31165	-0.663914625828286	0.0372665240474354
SRRM2	73.977	67.61615	-0.129708922956318	0.584284263022526
SRRM5	1.695695	1.78175	0.0714182247239863	0.839275037967987
SRRT	62.8892	64.89615	0.0453206085898725	0.450329137991868
SRSF1	103.395	108.5625	0.0703594277858873	0.098849455559886
SRSF10	73.94565	77.33915	0.0647336280779844	0.344757855990847
SRSF11	112.334	100.26575	-0.163965775947297	0.0591034747548947
SRSF2	187.1725	142.5005	-0.393401503629019	0.0792820543937236
SRSF3	114.419	133.095	0.218129733661898	0.174283930969615
SRSF4	67.3924	42.10475	-0.678602905964789	0.00426889930761806
SRSF5	99.60025	83.08885	-0.261494474108715	0.0874392424798616
SRSF6	58.4359	69.2703	0.245381963138005	0.0159732569216587
SRSF7	73.5769	99.61975	0.437178897684796	0.087552539642141
SRSF8	14.4063	16.61375	0.205677897631356	0.0571510967505669
SRSF9	130.2835	182.0925	0.483017119384256	0.130699593919629
SRXN1	20.91495	30.9318	0.564556240928884	0.028924681262768
SS18	50.1874	53.81365	0.100646955276787	0.223370424915994
SS18L1	11.0814	11.4785	0.050793964389011	0.415363628419161
SS18L2	30.86855	33.2727	0.108201225933681	0.314795414919767
SSB	221.061	205.43	-0.105797643391772	0.118564047017851
SSBP1	113.5195	143.2935	0.336033028222701	0.0504266660195919
SSBP3	5.375285	4.859715	-0.145469540198976	0.374520706675172
SSBP4	14.9481	9.515535	-0.65160544246426	0.157321653888602
SSFA2	33.3137	39.4878	0.245291396138386	0.0206397720238016
SSH1	7.850465	9.4354	0.265305569592116	0.266796983135648
SSH2	2.37381	3.25607	0.455927249302513	0.162216464403708
SSH3	35.43995	15.675	-1.17691112545921	0.0352696768714757
SSNA1	71.47045	93.7338	0.391222499296085	0.0868275564686455
SSPN	3.615065	3.00447	-0.266911071060452	0.00971369900554643
SSR1	24.2138	15.3008	-0.662222420904905	0.00522295953549969
SSR2	112.493	90.26775	-0.317552678398633	0.0435371940962194
SSR3	76.91935	75.08925	-0.0347401893489337	0.370523187742451
SSR4	324.454	293.431	-0.144992657307613	0.278855801019261
SSR4P1	0.8533175	0.369142	-1.20890674244087	0.0606305485870189
SSRP1	346.9955	332.497	-0.0615756296227953	0.210088068379029
SSSCA1	101.0542	78.63815	-0.361827996944569	0.0375789057347485
SSTR5-AS1	1.999075	1.533721	-0.382296533906406	0.797332562137881
SSU72	115.507	89.07915	-0.374820588056339	0.0569467099180315
SSX2IP	11.8377	11.15355	-0.0858858300459759	0.232695009513201
ST13	78.04755	99.11255	0.344714403293645	0.0785734649747626
ST14	20.63455	25.1638	0.286287824608253	0.111663148956805
ST20	7.28357	9.140575	0.327639170318136	0.324481003703133
ST20-MTHFS	2.90247	1.752835	-0.727590958475645	0.154680723962366
ST3GAL1	2.391975	2.04215	-0.228113472180176	0.0852128815356009
ST3GAL2	2.515265	1.60492	-0.648209020093296	0.14029738011513
ST3GAL3	1.698665	0.632274	-1.42577956116892	0.00857091101125641
ST3GAL4	29.93705	45.1797	0.593742625968966	0.0365143754641642
ST3GAL5	1.86458	2.54447	0.448514484223527	0.159851954556135
ST3GAL6	1.865165	1.377735	-0.437004842726012	0.200355994213011
ST3GAL6-AS1	1.259635	0.2963975	-2.08740056539286	0.0205709582469865
ST5	11.32535	8.86821	-0.352840797315265	0.074696238212652
ST6GAL1	7.12758	3.93334	-0.857657428074676	0.00935919728546112
ST6GALNAC2	1.605005	0.7558055	-1.08649086947068	0.0766742141843461
ST6GALNAC4	42.8487	33.8602	-0.339660939890948	0.00248912253938944
ST6GALNAC5	5.074	4.48308	-0.178633275071587	0.342277650910279
ST6GALNAC6	19.88515	20.02	0.00975052928298587	0.800749864842724
ST7	11.5451	15.734	0.446604819382939	0.0359927751088843
ST7L	8.17817	5.58946	-0.54906914209774	0.108683416774103
ST8SIA4	2.795345	0.528564	-2.40287627788794	0.00249073701759739
STAC	5.696515	5.429615	-0.0692296768365702	0.432265739611065
STAC2	5.24276	5.06238	-0.0505106992527914	0.423440336871219
STAG1	23.2766	22.4481	-0.052286999087126	0.526834869425871
STAG2	25.63315	24.7907	-0.0482117705570393	0.479053130711183
STAG3L2	1.81761	1.762595	-0.0443416595944017	0.804207704213253
STAG3L3	0.5966695	0.4953095	-0.268601740402872	0.441285141036246
STAG3L4	21.66505	33.46175	0.627143332006391	0.00163317001727471
STAM	8.755185	11.596	0.405417669787568	0.0236203333909594
STAM2	3.209245	3.736105	0.219301069346699	0.111399303288877
STAMBP	12.3745	11.1699	-0.147753963344109	0.0258823268581392
STAMBPL1	14.88095	11.15275	-0.416067143131803	0.0481343655363865
STAP2	14.5177	13.3897	-0.116689272122691	0.358915903496378
STARD10	14.3486	14.2102	-0.0139831195122088	0.914791385495572
STARD13	2.479005	1.67638	-0.564411966599321	0.154121719645949
STARD3	12.5538	17.46735	0.476536621231125	0.0581736994285885
STARD3NL	17.83315	17.6917	-0.0114888756455324	0.899762560048152
STARD4	6.635025	4.91934	-0.431637131191335	0.0387919133882738
STARD5	0.6030395	1.124025	0.898349714572967	0.0385215308800514
STARD7	61.1191	77.9796	0.351473455039001	0.0203639036048439
STARD9	0.4139375	0.895106	1.11264558581608	0.0187214163308621
STAT1	41.01565	39.746	-0.0453648156776481	0.638904245034346
STAT2	6.06128	7.415825	0.290984710196963	0.0874011244532735
STAT3	13.78675	30.62425	1.15139210711808	0.00176487253498998
STAT5B	6.58553	8.85227	0.426747902453993	0.0222263109070352
STAT6	28.1925	31.89825	0.178165861004808	0.0487384208852943
STAU1	75.5692	72.68815	-0.0560781623672821	0.145276809211321
STAU2	12.52735	12.00125	-0.0618965845864801	0.142599122383221
STBD1	7.83537	4.606985	-0.766178502270291	0.00278929881792055
STC1	18.55185	6.27112	-1.56476802889236	0.0100619549018132
STC2	12.59385	19.8827	0.658794293824851	0.0208746323189054
STEAP1	14.30245	24.47925	0.775297056281264	0.116612310186833
STEAP2	3.26546	5.63882	0.788107054418276	0.011647972215582
STEAP3	19.6119	15.80675	-0.311188542511768	0.176926881910023
STEAP4	10.2911	8.255895	-0.317900670420827	0.0753325638879472
STIL	17.91065	12.38745	-0.531938461279129	0.0465187060975562
STIM1	18.2371	22.2921	0.289656194910287	0.0217646728470905
STIM2	5.486595	6.02182	0.134288499317942	0.0744981066919534
STIP1	262.1845	297.716	0.183354359824578	0.0439340606269002
STK10	7.618575	6.75037	-0.174554596098435	0.0859873355142409
STK11IP	8.30015	5.57697	-0.573655898665549	0.120261284532583
STK16	7.37242	6.13815	-0.264334360471354	0.163060596001206
STK17A	21.79215	25.28525	0.214487503858262	0.110387039780008
STK17B	3.565985	2.822395	-0.337380724195766	0.0114534059161007
STK19	6.68689	4.27562	-0.645201747245763	0.0627786944009221
STK24	24.0762	25.5891	0.0879217006075741	0.0555179391896824
STK25	17.55695	15.30755	-0.197798845647733	0.314655501134504
STK3	22.76675	20.13095	-0.177513102401424	0.188664190022068
STK32C	9.91019	8.14177	-0.28357025048862	0.174722596470854
STK35	10.5917	11.3608	0.10113026465943	0.306031729440005
STK36	5.31301	3.573705	-0.572108879621632	0.00940515171703187
STK38	18.18265	12.8063	-0.505708766035757	0.00953171662801226
STK38L	7.79698	12.16375	0.641600731261381	0.000752184203437033
STK39	23.75035	20.84675	-0.188126288436455	0.0530520519857784
STK4	15.24845	15.31175	0.00597657912521972	0.936137349491794
STK40	26.54485	13.9942	-0.92360297370015	0.0386875927174872
STMN1	233.564	145.4425	-0.683369020712053	0.0292816873178216
STMN3	26.92865	44.7463	0.732626487390023	0.0118718865560265
STOML1	4.65462	6.143175	0.400321089840704	0.243883976022711
STOML2	112.7655	157.5785	0.482744956575144	0.0245327514577105
STON1	1.0158985	0.360116	-1.4962226622135	0.0562656719500043
STOX1	0.785526	1.050194	0.418924925397729	0.0862574476601389
STPG1	4.942365	1.745315	-1.50171411735922	0.000189890316596743
STRA13	146.564	107.69885	-0.444527937896661	0.0952138354939488
STRA6	15.5156	6.89319	-1.17047580144618	0.0768825211759508
STRADA	5.84783	5.076195	-0.204153881075119	0.329850995460943
STRADB	9.551165	6.20467	-0.622322234518136	0.0817104817271729
STRAP	317.9465	350.8985	0.142269753078311	0.18704787039236
STRBP	8.87759	13.92065	0.648986590527517	0.0540295433127909
STRIP1	14.4518	11.09835	-0.380903988444397	0.0729864857075393
STRIP2	7.5237	15.09055	1.0041311591234	0.00730853054201313
STRN	3.838	4.255945	0.149124795334954	0.246036597429662
STRN3	8.73254	8.2877	-0.0754295650240792	0.147713788102914
STRN4	29.8461	37.65025	0.335117018157751	0.0348424821647582
STS	3.110055	2.69197	-0.208277761753248	0.0574208172425338
STT3A	80.94425	85.9196	0.0860586767563362	0.0373593692141028
STT3B	64.5869	67.2606	0.05852007217177	0.452401537821475
STUB1	31.0525	30.6071	-0.0208430657343475	0.710839259510962
STX10	41.9754	43.66345	0.0568820539177338	0.578800173980154
STX12	12.7788	8.685585	-0.557057438476015	0.0566623155502854
STX16	41.5832	42.73525	0.03942577828722	0.358281705663087
STX16-NPEPL1	2.31797	0.890278	-1.38053408418789	0.0672209889011579
STX17	10.16115	10.17867	0.00248537335802874	0.979951774915047
STX18	12.90235	13.47905	0.0630849610737816	0.561213809556737
STX1A	7.720545	9.156665	0.246119549797	0.0455076669438071
STX2	2.939345	5.003945	0.76757122995677	0.0390777613346218
STX3	8.66836	12.80015	0.562329741294431	0.0212315491077533
STX4	29.2869	31.82015	0.119685143607582	0.149658800492792
STX5	21.09685	24.20675	0.198381791787865	0.114976102391331
STX6	18.66305	18.4201	-0.0189038835740825	0.52172319474641
STX7	8.94948	9.88465	0.143386024729468	0.0585194290725632
STX8	19.9204	21.36515	0.101012829002793	0.527973566897363
STXBP1	4.28764	8.71211	1.02283839086045	0.0206721153300672
STXBP2	21.95115	22.1639	0.0139152397876592	0.869556533523673
STXBP3	23.9903	19.6923	-0.284819575305039	0.216603702432471
STXBP4	1.1983	1.35712	0.179559154373551	0.202039510063503
STXBP5	3.573155	4.34007	0.280519813764052	0.048392627833579
STYK1	1.141785	0.605443	-0.915227966871833	0.029011549199669
