SUM149_JQ1_12H_R	SUM149R_JQ1_12H_R	LOG2_FOLD_CHANGE	P_VALUE
TEAD2	4.21225	2.736225	-0.622404195840052	0.107867593331391
TEAD3	10.271985	5.101695	-1.00966644435653	0.0260078168966639
TEAD4	14.1872	30.5426	1.10623299391321	0.0213266988178036
TEC	1.31628	1.57584	0.259654648042796	0.107058862917801
TECPR1	3.16473	2.77405	-0.190088629589968	0.059396237146917
TECPR2	6.45162	6.30352	-0.0335037856157564	0.196211547405514
TECR	143.2915	152.7325	0.0920540543746204	0.410299877391346
TEF	0.9089375	0.7478145	-0.281500650718931	0.0120305055022493
TEFM	11.11705	14.72335	0.405331956836544	0.00992648225065104
TEKT4P2	6.669645	6.868505	0.0423861417098942	0.671082960833102
TELO2	13.42595	18.06645	0.42828887431035	0.0327383122760353
TEN1	13.05015	8.583915	-0.604358694038489	0.0710407876527129
TEN1-CDK3	0.9187925	0.5677945	-0.694370205890652	0.111042964387893
TENC1	0.8298545	0.4707145	-0.818006113282229	0.0620969575777798
TENM3	4.001055	6.96204	0.799129642360714	0.0145886422892688
TEP1	7.07977	5.46351	-0.373874392358292	0.0580920873669969
TERF1	14.20415	15.4246	0.118920576188937	0.385353494060374
TERF2	16.84755	17.41925	0.0481437014233807	0.0602116246297275
TERF2IP	34.24295	31.0317	-0.142064260254097	0.0758188486689392
TERT	0.582877	1.445115	1.30992092477591	0.0391023693073862
TES	29.6946	38.5347	0.375957560359445	0.0152256247411853
TESK1	6.25644	6.78483	0.116970690680521	0.394683355561326
TESK2	3.917645	4.54699	0.214925158468351	0.101788151946444
TET1	0.217494	0.09882845	-1.1379772828852	0.00404756181668387
TET2	2.119405	1.7443	-0.281011111831639	0.224824056666337
TET3	2.2708	2.6868	0.242688287298876	0.00922591657999357
TEX10	24.1935	37.1933	0.620423262979008	0.00223727194569614
TEX14	1.005078	0.39468	-1.34855214830095	0.00290161658869903
TEX19	0.2649985	1.006366	1.92509898824217	0.0572579608868046
TEX2	11.7526	17.61125	0.583517355362758	0.00565862742343656
TEX261	55.5129	56.8726	0.0349106987385102	0.449278418702142
TEX264	39.1504	51.2581	0.388752955172737	0.180156961190467
TEX30	25.25285	38.21215	0.597585215444241	0.00530052168955761
TEX9	0.6804795	1.22474	0.847851906934658	0.0466708506383715
TFAM	25.2993	27.66765	0.129102643433889	0.0780022975985116
TFAP2A	47.83625	16.88225	-1.50259710400492	0.0135734629445125
TFAP2C	21.37835	28.7788	0.428855927883771	0.0236043554790278
TFAP4	3.412585	8.592755	1.33225578004034	0.0794043367236541
TFB1M	5.667735	6.080825	0.101494765476966	0.347201764826447
TFB2M	23.96315	28.8177	0.266137630143837	0.0630848985668826
TFCP2	10.64125	11.84785	0.154957650145585	0.121963942610889
TFCP2L1	13.99355	17.34205	0.309512445514372	0.0157600880150478
TFDP1	67.29125	97.8269	0.539812304660098	0.0477639730369134
TFDP2	3.44283	4.84269	0.492213707906529	0.0221525752976531
TFE3	48.2712	33.4169	-0.530584787476238	0.00662956808348027
TFEB	2.04045	1.285265	-0.666821509142551	0.0855607867726526
TFG	97.08615	72.70935	-0.41712460178235	0.00782317762351583
TFIP11	18.37145	22.2051	0.273425570188479	0.177441655781755
TFPI2	18.7835	18.4956	-0.0222838083561962	0.85236636314435
TFPT	9.198445	9.12431	-0.0116745304401454	0.939036144223421
TFRC	97.7455	197.5715	1.01527266052444	0.0129328396252387
TGDS	9.06455	7.66466	-0.242013604513211	0.0104110272792601
TGFA	23.39825	25.74485	0.137883232515839	0.222953843871538
TGFB1	31.1796	18.5613	-0.748304662197952	0.0341515672928796
TGFB1I1	0.2197845	0.4397865	1.00071367308851	0.167714414119282
TGFB2	4.04154	6.6381	0.71586523673641	0.00667067009167996
TGFB3	0.5872985	0.3107695	-0.918249033517194	0.164265984119481
TGFBI	24.3368	8.57295	-1.50527584895898	0.0154655408310391
TGFBR1	11.27115	14.85365	0.398182767486147	0.00421291271648145
TGFBR2	22.4588	35.04965	0.642119192882786	0.0433757595982408
TGFBR3L	1.142695	0.621121	-0.879494130055876	0.00766167190911476
TGFBRAP1	6.39314	12.27425	0.941038281355861	0.0339737587728269
TGIF1	33.3855	44.5432	0.415983558591366	0.0235282619600607
TGIF2	0.7833655	0.849053	0.116169020878147	0.480410999730303
TGIF2-C20orf24	0.472094	0.792755	0.747800924240608	0.758535720810982
TGM1	0.5672405	0.938432	0.726291667080091	0.0390273261575056
TGM2	11.6476	6.465935	-0.849101807007152	0.0215853543087947
TGM4	1.62363	0.706186	-1.201102776893	0.0104515420226732
TGOLN2	35.8442	50.5128	0.494909321412808	0.0163457792324736
TGS1	13.165	13.1029	-0.00682136972866867	0.619861953540943
THADA	18.0859	17.94195	-0.0115286955103931	0.716007855742596
THAP1	8.810425	10.4536	0.246716342601963	0.179902774252731
THAP10	4.25597	6.254245	0.555347754200045	0.114884190200337
THAP11	42.69695	53.0775	0.31396740350022	0.105576145755075
THAP2	0.9492515	0.9944315	0.0670816229030473	0.587338427301864
THAP3	9.477805	5.92376	-0.678039787416059	0.0594342106917821
THAP4	14.84935	20.34315	0.454143306743457	0.0387529580813517
THAP5	10.008035	14.63945	0.548702612991186	0.0665438800084938
THAP6	7.19482	9.83387	0.450800689334091	0.013817452470626
THAP7	22.8652	28.6365	0.324701636489218	0.252510723352183
THAP7-AS1	5.04799	3.4375	-0.554349338839246	0.0395062146121136
THAP8	7.127585	5.56503	-0.357023874244479	0.113891398056882
THAP9	3.49939	3.114635	-0.168040353397162	0.189071546593726
THAP9-AS1	15.5219	13.34925	-0.217546475955931	0.022515426377735
THBS1	25.6006	70.1617	1.45450608134299	0.00475713468894032
THBS3	3.678705	2.362705	-0.638758479272956	0.00860076109189832
THEM4	5.765205	3.82217	-0.592979961352365	0.0574186661469461
THEM5	2.606235	1.04265	-1.32171222449491	0.045153349307906
THEM6	19.95015	27.931	0.485467632912988	0.00903444879732174
THEMIS2	4.776685	0.600569	-2.99160782765931	0.0484618151278241
THG1L	17.37895	27.82425	0.679001880231672	0.00761295656504139
THNSL1	9.93547	12.30445	0.308520050547165	0.0229862777047854
THNSL2	11.36025	11.0845	-0.0354508894076236	0.775334994482128
THOC1	20.7227	35.19235	0.764049867777225	0.00481115824431172
THOC2	16.9631	22.66485	0.418056767284682	0.00236430136456521
THOC3	9.466305	11.0022	0.216918722998593	0.323395966728802
THOC5	22.87905	23.2203	0.0213594627917388	0.813614858156214
THOC6	39.16865	55.97495	0.515081929653358	0.0489427423876651
THOC7	42.23735	53.85805	0.350642674284966	0.017602048863324
THOP1	43.0776	90.94365	1.07803503277834	0.00110335533807206
THRA	2.82639	5.121685	0.857657975330324	0.0901530401969818
THRAP3	86.03	60.22375	-0.514507293472408	0.0557394490421939
THRB	1.83533	2.170895	0.242250459609315	0.0943482445537999
THSD4	3.2681	6.22406	0.92940383906235	0.0277367745146033
THTPA	4.05398	3.85033	-0.0743568713137427	0.431866246497869
THUMPD1	18.77885	23.3531	0.314505356410604	0.0486974375767272
THUMPD2	3.958905	7.91621	0.999708436382766	0.0183170338238965
THUMPD3	25.84195	35.25495	0.448110896472436	0.0263486218742047
THYN1	9.1164	10.21177	0.163696817170025	0.168669202674993
TIA1	16.89435	16.56325	-0.0285550620708226	0.675769502627668
TIAF1	2.09319	1.1615145	-0.849696107321507	0.227669750433374
TIAL1	25.2769	21.01835	-0.266170121806081	0.0260951716098414
TIAM1	5.353325	6.636175	0.30991669031703	0.0715850787303591
TICAM1	5.034535	9.783105	0.958433891925648	0.0260403225021607
TICAM2	0.223324	0.4545135	1.02518484425458	0.350752357142929
TICRR	10.04178	16.95135	0.755385150471989	0.00217145237501707
TIFA	2.731805	4.36645	0.676606314301777	0.0371173354646585
TIGD1	5.22919	2.916	-0.842596771074092	0.0175041080445053
TIGD2	8.566695	7.7803	-0.13891294008385	0.13647108912275
TIGD3	1.51691	2.209365	0.542496288646442	0.015179115859125
TIGD4	0.507531	0.275304	-0.882470373251807	0.140668942447192
TIGD5	3.78182	4.01459	0.0861719582227659	0.0965934131882969
TIGD6	1.79879	1.836075	0.0295982223910517	0.757538682352313
TIGD7	2.03814	0.972762	-1.06709437622707	0.0146577797648189
TIMELESS	15.0653	30.1349	1.00020587529138	0.0355094964670689
TIMM10	106.599	127.446	0.257692189563269	0.0658995359642966
TIMM10B	14.9961	20.2147	0.430817441946497	0.0429667014588137
TIMM13	36.4021	51.36565	0.496782220992422	0.0287959760271331
TIMM17A	124.412	117.2895	-0.0850517793946651	0.123803819471363
TIMM17B	72.95125	50.1415	-0.540927543016019	0.0330682663493307
TIMM21	19.406	34.8955	0.84653822582056	0.0057828467124954
TIMM22	35.36965	30.49665	-0.213861168910381	0.0839478467562445
TIMM23	60.0756	67.4682	0.167428520127072	0.0288895574804445
TIMM44	29.78635	47.91135	0.685716117414013	0.00405998817292168
TIMM50	26.2487	36.398	0.471613206032769	0.00834587333252414
TIMM8A	17.889	23.82835	0.413606312615358	0.0162804696495457
TIMM8B	51.45465	65.07965	0.33890503160588	0.0479664295389244
TIMM9	26.1584	37.16055	0.506497554782846	0.0203860402364644
TIMMDC1	95.1536	88.6667	-0.101865857570679	0.0546419939232318
TIMP1	2569.535	612.774	-2.06808031330483	0.0314782949631649
TIMP2	10.7846	10.72085	-0.00855337398265	0.910554780424301
TIMP4	6.35922	6.22919	-0.0298052428196344	0.856677638794743
TINAGL1	106.457	54.77225	-0.958753764788034	0.00918137296340356
TINF2	21.79915	18.71315	-0.22021945296593	0.103367197796542
TIPARP	17.7935	12.9895	-0.454004419407088	0.0512278706674623
TIPIN	7.679065	17.31935	1.17338222157704	0.0108135844736985
TIPRL	42.60975	31.6746	-0.427857186428945	0.0173151305375838
TIRAP	3.978575	4.27237	0.102784798681738	0.213688413523123
TJAP1	10.76155	6.12861	-0.812254080560184	0.0602308582896394
TJP1	42.48275	54.92235	0.370516198455834	0.0622862417810159
TJP2	38.5797	39.72085	0.042054571044289	0.389490639193566
TJP3	1.085145	0.7506535	-0.531668810695555	0.115699267163136
TK1	128.755	105.8235	-0.282968418944883	0.0722980971002608
TK2	6.84097	9.579455	0.485742676316217	0.0767793866899151
TKT	223.4595	254.093	0.18534325141991	0.102605903449709
TLCD1	22.30745	17.73875	-0.330621255703997	0.190209466939075
TLCD2	1.596115	0.7316925	-1.12525522528523	0.0337681681084097
TLE1	14.09575	19.5653	0.473036989452819	0.0133942901155676
TLE2	0.371052	1.031751	1.47540154822869	0.0620357006936352
TLE3	8.32223	8.78773	0.0785203836886429	0.108486507991481
TLE4	8.12738	10.6971	0.396357477894762	0.0348248784963114
TLK1	6.551615	7.016985	0.0990006976674591	0.194958691837728
TLK2	8.31084	10.1594	0.289748994340362	0.00385172981467089
TLL1	0.5819115	0.4247305	-0.454252044881878	0.193489511789257
TLN1	20.56075	29.10745	0.501495564557525	0.000303911573610973
TLN2	0.7525485	2.54966	1.76044840660011	0.0485096013807301
TLR2	1.12334	0.743771	-0.594864249884632	0.201719014822391
TLR3	0.0377192	0.11327685	1.58648206984618	0.283369235074967
TLR4	1.24235	0.823552	-0.593140021529568	0.00436045414625765
TLR5	1.196945	0.504414	-1.24667663820752	0.0241413624004756
TLR6	0.738256	0.3278925	-1.1708982737282	0.032577653002956
TLR8-AS1	34.1642	37.4084	0.130876916900839	0.490860018028338
TLX3	6.517055	1.881	-1.79272032161759	0.0165529151241488
TM2D1	6.177645	5.763805	-0.100035441153655	0.732392424982401
TM2D2	16.4311	14.10245	-0.220483244596785	0.000926505978449104
TM2D3	20.44385	26.559	0.377533916133845	0.0264811803414837
TM4SF1	46.05965	22.93805	-1.00576069758713	0.0141149913987746
TM4SF19	3.6562	1.505495	-1.28010707364587	0.156275068305303
TM4SF19-TCTEX1D2	1.154848	1.78726	0.630046546395284	0.486225884114098
TM6SF1	0.284351	0.670295	1.23712329430165	0.00940985402786487
TM7SF2	36.38755	13.0587	-1.4784336337188	0.00915051124791999
TM7SF3	22.2818	34.38565	0.625940834228637	0.0180732604635565
TM9SF1	14.12905	17.10755	0.27596869799307	0.100007958309708
TM9SF2	40.34885	43.05725	0.0937286245307944	0.128976580352685
TM9SF3	32.2498	29.8127	-0.113363174019177	0.0736822025209018
TM9SF4	19.1972	21.80165	0.183541423101193	0.226198318544115
TMA16	21.45015	26.53735	0.307036574982818	0.0922241602812065
TMA7	272.895	303.9345	0.155414484642427	0.333408517762726
TMBIM1	37.22755	28.48795	-0.386018864722704	0.0545845403673853
TMBIM4	4.354495	7.80868	0.842573275849236	0.080560494900893
TMBIM6	293.0635	356.219	0.28155117216188	0.00999605940277401
TMC4	7.734735	6.79152	-0.187617366259338	0.159345142665527
TMC5	0.4927165	1.0117375	1.03800533436493	0.107040688185806
TMC6	3.801285	0.857262	-2.14867909546758	0.00711066966155654
TMC7	0.9415645	1.31307	0.479811996328845	0.0349630058695437
TMCC1	2.83877	4.801975	0.758361927447339	0.064266893145726
TMCC2	0.9650475	1.3308	0.463621912101276	0.161894565928146
TMCO1	22.65585	21.32005	-0.0876727972361288	0.131018414635958
TMCO3	17.771	15.4988	-0.197368347541289	0.0551790465038215
TMCO4	1.37638	2.401225	0.80289175983777	0.0507292034328178
TMCO6	6.457695	9.832785	0.606580794420305	0.084398019972372
TMED1	29.0406	36.1475	0.315824611510529	0.122344830992684
TMED10	29.76355	34.96235	0.232255547216799	0.112785249913496
TMED2	205.4265	267.654	0.381746912220099	0.0102848684798589
TMED3	115.802	195.521	0.755663398885051	0.00895290147869946
TMED4	49.96405	45.86615	-0.123460611239514	0.0595678770344838
TMED5	20.6993	17.2143	-0.265974463569068	0.148738705852457
TMED6	1.064915	0.95079	-0.163539646353993	0.531607593339868
TMED7	31.8006	46.34545	0.54337372220001	0.0546832757370975
TMED7-TICAM2	1.52259	2.889395	0.924239935558514	0.0907085292616655
TMED8	5.06579	4.86865	-0.0572654808928978	0.727572758203571
TMED9	118.897	121.5835	0.0322351414977822	0.396254143789437
TMEM101	5.6005	9.66079	0.786585535136681	0.0425322037012995
TMEM102	6.044625	4.61624	-0.388934607313109	0.03262039175018
TMEM104	10.26657	5.840055	-0.813900405138962	0.0532163157774342
TMEM106A	1.162575	0.638421	-0.86474377735164	0.00340566594799667
TMEM106B	7.51996	8.69471	0.209412921268289	0.234817706272066
TMEM106C	57.99265	71.30875	0.298209050266908	0.110475174654001
TMEM107	6.541665	3.315735	-0.980329172161699	0.0322880157028433
TMEM109	27.21205	51.60055	0.923140798066494	0.0106889059336821
TMEM11	19.28475	24.78765	0.362161059255779	0.0176338093428801
TMEM110	5.12344	6.14792	0.262985596562956	0.0447509079559725
TMEM110-MUSTN1	1.33946	0.9334565	-0.520996800829392	0.118827122509207
TMEM115	27.9849	23.20125	-0.270446057807622	0.153651549203781
TMEM116	8.166905	8.955835	0.133038502672391	0.18749811158889
TMEM117	0.895573	0.9320095	0.057533626338264	0.779709387324695
TMEM120A	12.2618	9.76311	-0.328758087512993	0.0606382168625919
TMEM120B	4.152015	4.490415	0.113037127934072	0.145759031732451
TMEM123	49.7583	88.0058	0.822661410923403	0.00522934851292827
TMEM125	18.2643	12.08255	-0.596101496899151	0.0983289545805854
TMEM126A	14.182	20.24545	0.513536709156461	0.110454401599859
TMEM126B	43.43515	48.5846	0.16163607133364	0.0614780300089745
TMEM127	18.46345	23.03085	0.318895503789329	0.0909284239630015
TMEM128	10.04665	8.115395	-0.307981301109493	0.068310380551198
TMEM129	39.23185	17.73565	-1.14537316304301	0.0147058490181653
TMEM131	8.028345	8.89513	0.147913075662731	0.0337053578207297
TMEM132A	34.0991	44.92595	0.397815349402459	0.017422962552425
TMEM134	61.723	29.27955	-1.07591480383602	0.0265451463965959
TMEM135	4.048865	3.94667	-0.0368816468758099	0.42740973543966
TMEM136	1.80663	1.85424	0.0375269177440613	0.811072681841167
TMEM138	21.78655	25.7041	0.238560741465234	0.244252434305389
TMEM139	1.7123	3.07641	0.845312298986711	0.0410081756738316
TMEM140	2.290785	4.41567	0.946790296118935	0.0538583314314154
TMEM141	63.5665	68.61585	0.110275216771931	0.166780457889284
TMEM143	1.352965	1.207235	-0.164417980550486	0.244495418750826
TMEM144	0.92767	1.0566075	0.187755963666333	0.569974697136957
TMEM147	60.41705	96.4724	0.675160514713912	0.0260752587293019
TMEM14A	49.3947	53.27465	0.109092959488988	0.122943745476455
TMEM14B	95.4433	60.6889	-0.653211254119293	0.00313949120636852
TMEM14C	88.4297	66.954	-0.401360746229505	0.0142521266611578
TMEM150A	17.47945	11.5262	-0.600742832031133	0.0600797106550975
TMEM151A	0.384578	1.76445	2.19787040843677	0.00839188786859471
TMEM154	7.643735	4.95621	-0.625040445181228	0.0349744697651499
TMEM156	0.4010335	0.309692	-0.372888640418053	0.308689321403037
TMEM158	9.198765	20.43535	1.15155486571906	0.0504999128620553
TMEM159	5.440475	7.111815	0.386485179166314	0.00407619630890512
TMEM160	16.63395	18.20875	0.130501086591042	0.758059710070017
TMEM161A	14.8549	20.12625	0.438139495539633	0.0269587937408565
TMEM161B	8.33177	10.1329	0.282352208246292	0.0204842972930164
TMEM161B-AS1	3.680365	0.962458	-1.93505336211188	0.0667066865471507
TMEM164	5.35467	6.728775	0.329546213765104	0.123360499423313
TMEM165	19.55775	33.22265	0.764426747696533	0.0405167665148486
TMEM167A	16.6585	26.37955	0.663161453998809	0.023076064856773
TMEM167B	12.69765	8.804175	-0.528301789933848	0.0531192306689731
TMEM168	4.40521	8.804955	0.999104835559684	0.00196499749107531
TMEM169	1.641375	0.404308	-2.02137822923795	0.0734911515827755
TMEM17	1.26227	1.517305	0.265490580758196	0.395428978449378
TMEM170A	15.05425	15.0877	0.00320206018047373	0.92699304440938
TMEM170B	1.1438	1.37799	0.268730607865321	0.10244169814586
TMEM171	0.6977925	0.9896115	0.504064174301128	0.142821157829666
TMEM173	4.419555	3.28404	-0.428429414174729	0.046217951077816
TMEM175	15.59855	5.58688	-1.48129718795628	0.0250086956170231
TMEM177	10.7388	11.0107	0.0360734011261842	0.685960047283611
TMEM179B	76.8265	64.4672	-0.253038705650252	0.0251483451851497
TMEM18	28.4244	27.9053	-0.026590739755141	0.463176382998181
TMEM180	2.23381	2.868505	0.360792552220226	0.0724975829047489
TMEM181	14.63315	20.32065	0.473706186414359	0.0299642537714517
TMEM182	1.98739	2.243975	0.175181592136861	0.110711212938297
TMEM183A	6.056935	6.000365	-0.0135376671911984	0.948991666825202
TMEM183B	76.27265	59.34815	-0.361962766413221	0.0405720305172776
TMEM184A	4.25921	2.615725	-0.703374990194357	0.00843874687489613
TMEM184B	36.7324	43.30345	0.23742880840458	0.0153066041248621
TMEM184C	16.6991	18.9509	0.182496014695266	0.228949345334775
TMEM185A	19.7817	17.76935	-0.154775504994111	0.0160388728416023
TMEM185B	12.40655	19.58555	0.658687654353173	0.000734919645411528
TMEM186	12.3182	14.0128	0.185953802749024	0.403533812284191
TMEM187	10.505255	4.77384	-1.1378890628071	0.0301079406211229
TMEM189	38.5614	25.3719	-0.603925869521426	0.016023541730342
TMEM189-UBE2V1	0.290429	0.1363725	-1.09063276782497	0.684233312049816
TMEM19	7.388265	11.77845	0.672842179883949	0.00761256936756376
TMEM190	1.239016	0.3508005	-1.82047210861602	0.246377225548052
TMEM191A	1.314615	0.880638	-0.578019347880684	0.108718338336738
TMEM192	13.1101	10.41665	-0.331787309316873	0.0469323822565825
TMEM194A	10.81245	19.6217	0.859756578987577	0.00512267760153833
TMEM194B	2.406175	2.99233	0.314527714351777	0.01105727832665
TMEM198	2.91463	4.639855	0.670766969436673	0.0853156627711028
TMEM198B	4.85757	2.691915	-0.851601929834061	0.000858248701222046
TMEM199	22.5096	34.8681	0.631367332216723	0.0393055829584392
TMEM2	17.77355	13.469	-0.400089124325695	0.0211552579152797
TMEM200A	0.5224375	1.999995	1.93666603245094	0.0199767093315447
TMEM200B	3.74784	3.649385	-0.0384060045688076	0.678464167643432
TMEM201	11.547	10.57155	-0.127331156896644	0.0683398629545477
TMEM203	40.7947	58.1072	0.510335206371739	0.0402617176466528
TMEM205	99.29335	152.159	0.615810665743563	0.0217027776201481
TMEM206	10.7128	9.94911	-0.106696226053747	0.365223619304241
TMEM208	119.033	90.16625	-0.400702166648503	0.0725662189463508
TMEM209	8.265005	13.3601	0.692843208983395	0.0423502020718692
TMEM212	8.63884	5.142925	-0.748248489398673	0.00308929438705061
TMEM214	27.4369	32.28595	0.234788992763517	0.0902162990158037
TMEM216	13.9432	12.223	-0.189963279261758	0.222335068591027
TMEM217	1.51438	0.338514	-2.16143985699201	0.0665040749276598
TMEM218	0.7049265	0.894032	0.342853629536843	0.139296409652809
TMEM219	22.0158	20.4989	-0.102992774466122	0.242977540391648
TMEM222	23.1789	13.10865	-0.822292985420305	0.0445638554632883
TMEM223	24.99215	23.33115	-0.0992175975234054	0.230790888650127
TMEM230	48.6186	48.7962	0.00526045165910723	0.920996263237844
TMEM231	3.34634	4.23963	0.341354327986228	0.154480855928197
TMEM234	5.74508	2.56615	-1.16272147926517	0.013951199287525
