SUM159R_DMSO_24H_0	SUM159R_DMSO_24H_1	SUM159R_DMSO_3H_0	SUM159R_DMSO_3H_1	SUM159R_JQ1_24H_0	SUM159R_JQ1_24H_1	SUM159R_JQ1_3H_0	SUM159R_JQ1_3H_1	SUM159_DMSO_12H_0	SUM159_DMSO_12H_1	SUM159_DMSO_24H_0	SUM159_DMSO_24H_1	SUM159_DMSO_3H_0	SUM159_DMSO_3H_1	SUM159_JQ1_12H_0	SUM159_JQ1_12H_1	SUM159_JQ1_24H_0	SUM159_JQ1_24H_1	SUM159_JQ1_3H_0	SUM159_JQ1_3H_1
ZC2HC1A	6.42752	6.67172	8.59998	9.76532	7.19644	6.43258	10.0553	10.7214	3.13933	3.56055	3.68225	3.47674	3.68568	3.07991	5.04181	4.35178	3.7034	5.32648	2.83772	3.71938
ZC2HC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC2HC1C	0.415342	0.524664	0.507326	0.293923	0.510923	0.423875	0.51636	0.50559	0.503896	0.291781	0.284631	0.399626	0.206659	0.143324	0.688187	0.611408	0.571312	0.727916	0.103407	0.143306
ZC3H10	8.27092	6.74448	11.4755	11.0273	10.5114	10.6591	11.5625	11.2664	3.30181	3.7473	4.06091	4.24605	2.68198	2.61529	8.3829	7.03446	8.15357	8.1494	3.49895	3.24356
ZC3H11A	28.1425	25.6677	18.1456	19.6068	32.131	29.0244	19.1471	18.8124	20.6879	22.3396	29.8758	27.4705	23.983	20.2298	22.4458	21.237	29.5977	33.2085	16.9654	18.9892
ZC3H12A	8.33641	9.09444	2.36376	2.07636	3.80739	5.16687	2.38343	2.24173	7.76352	5.97174	7.42744	7.29073	4.11205	4.84423	4.67577	6.83051	5.41942	3.82139	10.2003	8.09108
ZC3H12B	0.090904	0.077687	0.122405	0.100067	0.0828238	0.0950494	0.099352	0.102251	0.166343	0.198489	0.200712	0.165442	0.21872	0.207069	0.128703	0.153407	0.164447	0.0800721	0.187047	0.181856
ZC3H12C	6.71135	6.25986	5.96551	6.00217	5.14281	4.21204	5.97475	5.39219	2.97707	3.15892	1.99675	1.82607	5.09613	3.95205	3.69249	2.95952	2.47914	3.13413	3.21656	4.05199
ZC3H12D	0.372574	0.297047	0.189105	0.150047	0.302717	0.267771	0.223463	0.219031	0.400122	0.415556	0.300961	0.41538	0.139136	0.279444	0.238394	0.304923	0.385956	0.300164	0.322243	0.148738
ZC3H13	17.6871	16.6165	15.2688	16.0008	18.2023	16.5244	16.6086	17.315	20.9924	22.6775	17.1704	14.456	23.7805	20.8977	24.1477	22.6003	13.9765	18.2611	24.3109	23.2546
ZC3H14	30.8189	31.6399	44.4669	49.4604	34.9459	32.6689	49.7493	49.999	25.0551	25.7678	16.5859	17.2867	32.4656	29.0998	30.6927	30.7586	18.5104	19.9001	29.6506	31.9962
ZC3H15	86.9137	90.2285	116.482	139.568	87.0126	81.7731	120.552	131.668	101.871	102.314	78.1448	78.218	116.037	96.7566	127.591	120.303	56.6677	68.156	104.156	116.908
ZC3H18	15.8671	19.0573	14.7234	13.0458	13.7293	18.8531	13.0262	12.2221	17.9596	14.026	9.69713	9.15708	13.3334	21.0215	12.1462	14.9967	10.8627	8.388	22.0664	15.2227
ZC3H3	3.62979	5.26811	2.48552	2.29635	2.66092	5.27457	1.8965	1.78779	4.29444	2.51813	2.84733	3.95551	2.09895	4.86274	2.40624	4.33094	4.9223	2.83283	3.61656	1.77048
ZC3H4	7.72042	10.3324	4.68554	4.34375	6.97119	9.69549	3.50143	3.14793	7.75075	5.9995	5.38682	6.1773	5.01236	6.96945	4.87653	6.97059	8.11919	6.05706	2.35932	1.46587
ZC3H6	0.539162	0.405993	0.212307	0.227369	0.698853	0.621807	0.272532	0.202961	0.280284	0.253968	1.1579	1.11546	0.0783466	0.139562	0.487496	0.450573	1.11206	1.30353	0.101514	0.119998
ZC3H7A	12.53	12.3994	8.35711	8.33287	9.95486	9.45294	7.22107	7.66208	12.7606	13.4464	10.705	10.2235	15.2952	12.5258	11.6918	9.91166	8.87808	10.7087	9.61138	11.4154
ZC3H7B	12.9167	13.5574	7.10607	6.31957	7.79325	9.90393	5.45802	5.12293	22.1886	20.0292	17.4443	17.1829	16.7885	22.5305	10.3066	12.219	12.5259	10.9418	19.0728	14.5699
ZC3H8	14.0726	14.7135	28.5677	31.6453	25.7095	22.3283	28.9804	32.4971	13.0047	13.0919	10.5237	9.6707	22.6019	18.5833	19.7157	17.1977	10.7684	13.9822	16.5983	17.7376
ZC3HAV1	11.1829	11.2806	6.9727	6.10639	14.6688	13.4212	7.63771	7.27215	18.5784	18.3604	11.6269	11.1264	18.8748	18.8969	12.5542	11.6054	13.0304	14.3945	22.9724	23.4635
ZC3HAV1L	3.33838	3.66055	3.78262	3.56527	3.20503	3.69779	3.16616	2.4162	4.98551	4.33065	2.99048	4.13377	5.67272	5.57764	3.32602	3.67066	3.74329	4.22253	2.42781	2.1576
ZC3HC1	15.3702	12.5908	14.9603	15.3944	9.94798	9.4075	10.7645	12.3291	17.6357	19.6763	15.5763	14.9783	15.9079	15.1717	14.315	13.1384	10.32	11.9152	10.6187	9.56775
ZC4H2	1.81895	1.4913	0.917886	0.988225	1.83977	1.69937	1.06906	1.12069	1.95846	2.08007	2.71024	2.26311	1.80839	1.81043	2.16346	1.62127	2.41499	2.20399	1.81863	2.03016
ZCCHC10	6.33138	7.03026	10.302	12.9799	5.59849	4.79978	8.9709	10.2455	9.77795	10.0295	7.88689	7.6429	12.5078	10.385	7.97907	6.90322	3.68226	4.02561	8.98894	11.4741
ZCCHC11	8.8361	8.49324	6.01534	5.53304	10.7557	9.75101	7.03454	6.61736	6.06153	6.60189	8.56918	8.50222	5.8055	5.34588	6.79489	6.30233	8.95932	10.7529	5.12565	5.36258
ZCCHC12	0	0.0549771	0.131247	0.0615778	0.128214	0.061149	0.0639171	0.137829	0.0367865	0	0	0.0136138	0	0.0244229	0.535763	0.340835	0.177092	0.330545	0.337961	0.25349
ZCCHC13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC14	8.81247	9.54059	3.84935	3.24791	10.3086	10.5329	3.72741	3.16388	4.0227	4.04798	4.81546	4.64006	3.76316	3.86816	3.3791	3.88992	6.56291	5.8653	7.52779	7.18488
ZCCHC16	0.0310362	0.0298392	0.0474901	0.0111406	0.0397652	0.022126	0.0346914	0.0249359	0.0177477	0.0671284	0.0233613	0.0591118	0	0.0176742	0.01	0.027406	0.0915409	0.153776	0.0509529	0.0141111
ZCCHC17	29.0414	27.1767	43.3525	49.1161	30.7858	26.6608	47.0409	54.1575	31.5357	34.4389	31.0639	30.4704	31.26	28.2195	45.197	38.8357	26.0758	29.5863	40.4911	42.003
ZCCHC18	0.503163	0.375346	0.389393	0.184309	0.560208	0.788084	0.245965	0.324159	0.523939	0.351833	0.497021	0.255916	0.320884	0.334033	0.280356	0.280583	0.270026	0.282251	0.264841	0.157206
ZCCHC2	5.69133	5.89509	4.4976	3.73531	7.89713	8.00828	5.53546	5.06145	4.73301	4.89226	3.74768	4.0757	5.48902	5.26499	5.4049	5.89976	5.56244	5.81696	6.65485	6.54373
ZCCHC24	17.3678	17.2166	7.64199	7.16567	18.9203	20.1656	8.25309	7.84509	10.2986	9.98976	18.5784	17.6386	7.25768	7.76925	14.5981	14.3544	21.4718	20.5464	15.0151	14.1242
ZCCHC3	8.67779	7.73759	9.42532	9.13474	6.5411	6.58779	7.65019	7.21393	10.1254	10.3533	8.15539	7.96136	10.8255	11.3689	6.37073	6.27	5.5234	5.2468	7.37856	7.76935
ZCCHC4	2.45576	2.09166	2.8851	3.12373	1.57675	1.53532	2.24757	2.1717	3.53431	4.01297	3.37441	3.98666	4.61449	4.02652	2.93402	2.75553	2.91674	3.12131	2.64089	3.37213
ZCCHC5	0	0	0.0107028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC6	10.3067	9.43289	8.281	8.51646	10.1303	7.88298	8.78286	8.727	6.34476	7.01336	7.49479	7.77094	7.94385	6.3275	9.6503	8.16374	7.44921	9.05328	6.54488	7.84481
ZCCHC7	9.76695	10.5219	11.7556	13.3063	13.8455	11.6336	12.0789	12.9264	10.195	11.3476	18.5413	16.9837	10.8325	8.61276	11.7064	9.80592	9.08426	11.3419	6.02925	7.81625
ZCCHC8	7.90429	7.03766	7.15484	7.65101	6.41172	5.80116	6.43507	6.36794	8.00681	8.51322	7.20433	6.57486	8.63287	7.52661	6.07242	5.98898	3.92049	4.0851	4.71044	5.84788
ZCCHC9	17.1515	16.1123	22.063	25.1054	14.7248	12.9907	20.0713	23.6014	16.4977	18.6834	17.8666	18.0725	20.413	16.0926	16.4057	16.362	11.608	14.3626	12.0037	18.3092
ZCRB1	29.5509	32.5367	34.547	40.0725	27.3115	27.3464	33.672	38.7543	30.861	31.8693	55.9809	54.1818	32.9457	27.1569	33.5144	31.6017	32.4967	35.1768	32.2061	41.5869
ZCWPW1	0.921183	0.712917	0.896092	0.732913	1.22794	0.808093	0.675452	0.82349	0.48848	0.509261	1.19189	1.0243	0.662111	0.527913	0.588352	0.442509	1.3836	1.86768	0.455245	0.574546
ZCWPW2	0.675563	0.433005	0.287642	0.231953	0.351244	0.446716	0.109439	0.141594	0.167962	0.108908	0.751701	0.839141	0.0963702	0.0501801	0.183466	0.29395	0.866332	0.646809	0.077154	0.160255
ZDBF2	4.31153	3.68098	3.65713	3.33291	6.45128	4.54573	4.87857	4.85247	1.11845	1.57792	2.31671	2.01951	1.78178	1.09913	2.57225	2.06747	2.92119	3.80535	1.67961	2.61113
ZDHHC1	1.08914	1.57828	2.05782	1.85277	1.84039	2.70072	1.76436	1.4838	1.92259	1.17053	1.3901	2.32992	0.673258	1.87418	1.02045	2.28589	2.90512	1.59024	2.31671	1.59323
ZDHHC11	0.106753	0.148252	0.0217798	0.0894123	0.0303951	0.0845616	0.0265168	0.0428851	0.834288	0.780651	1.09817	0.847179	1.18698	1.27665	0.511217	0.471333	1.6583	1.88065	1.12166	1.06781
ZDHHC12	37.4114	53.5115	48.4477	48.6295	24.9015	51.3901	44.6254	42.9658	39.922	22.0037	32.1343	41.2282	17.6198	32.9465	21.9586	37.5385	52.6565	26.1859	36.1847	19.082
ZDHHC13	10.0028	9.349	9.47402	11.3203	10.1623	8.63738	10.6526	11.1928	7.32805	9.17939	9.41746	9.27522	9.28713	7.38651	8.68888	7.58051	7.47739	8.43044	7.00276	9.09432
ZDHHC14	1.51608	2.05288	2.0927	1.91138	2.24459	2.7818	1.97881	1.90846	1.67681	1.14613	0.506975	0.416921	1.32676	1.51756	1.40553	1.64282	1.06601	0.695725	2.08627	1.50453
ZDHHC15	0.080869	0.0518333	0.0629987	0.0633356	0.09179	0.055909	0.0602621	0.0767897	0.0420391	0.0590631	0.0663923	0.0653464	0.056275	0.041681	0.0688847	0.0476067	0.0433557	0.089041	0.0531058	0.0735367
ZDHHC16	48.4671	45.5163	51.2335	54.4698	42.7596	44.6558	50.5867	50.1738	34.2632	31.9505	24.6778	22.8289	30.9206	32.7511	37.8566	41.6485	31.0869	31.1793	40.6669	35.8549
ZDHHC17	7.52365	7.44939	8.093	8.72001	9.60772	8.92169	9.77649	9.88677	4.84277	5.45901	6.76195	6.39842	6.82625	5.65405	6.90304	6.23048	7.8717	8.95366	4.51669	6.33944
ZDHHC18	7.55722	6.51444	8.19931	7.49521	6.91533	7.16273	7.31336	7.28851	10.4749	10.4291	6.24738	6.84086	11.7845	13.2674	9.95925	10.3121	8.19445	8.01628	13.7121	12.5921
ZDHHC19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC2	10.774	10.7038	6.92407	7.90397	8.99193	8.49167	6.96648	6.6816	1.12951	1.38709	1.63884	1.38939	1.27651	1.22071	1.35295	1.12316	1.35056	1.90298	1.3266	1.64306
ZDHHC20	17.6407	18.1389	18.1922	20.3765	19.9652	17.0056	19.9973	21.1329	12.0766	13.7502	10.5224	9.01243	14.9156	12.1687	16.4294	14.3772	11.4861	13.5413	15.568	20.5736
ZDHHC21	1.81109	1.87565	2.04781	2.14533	2.35303	1.94578	2.19486	2.19416	1.35725	1.58456	1.05471	0.983388	2.13189	1.50634	1.46169	1.15315	1.17519	1.35914	1.29574	1.65988
ZDHHC22	0	0.0256483	0.0734764	0.0383037	0	0.012679	0.0198794	0.0535842	0	0	0	0	0.0145879	0	0.01	0	0	0	0.0175187	0
ZDHHC23	1.13662	1.0276	1.03986	1.24546	1.7169	1.53532	1.25711	1.28811	1.17677	1.42698	1.15274	0.98746	1.34776	1.04926	1.5096	1.07059	0.536391	0.829928	0.950687	1.34907
ZDHHC24	6.10523	11.7149	17.6498	17.725	6.88759	15.9682	16.7674	15.1784	9.59531	4.38981	5.43364	14.0902	3.14956	9.27134	5.51633	11.6186	17.5769	6.2994	9.50619	4.64385
ZDHHC3	4.98994	4.84281	6.02969	6.12635	4.73233	4.5059	6.15467	6.30657	5.99213	6.2203	3.56297	3.71752	6.23532	6.14235	6.65008	7.06959	5.06334	5.09408	7.45155	7.16644
ZDHHC4	42.5967	40.6611	66.5814	69.9498	47.1589	47.9311	71.1662	72.4417	42.2542	42.9487	56.6086	56.7214	38.698	40.2405	40.9314	43.0309	50.7599	53.3457	40.6346	37.7788
ZDHHC5	34.8391	30.2537	30.8415	29.4346	31.0406	30.6308	30.1068	28.6692	28.8988	30.4603	18.1373	15.5905	32.8767	32.2041	28.2939	27.1225	17.4436	19.855	30.8933	30.0744
ZDHHC6	36.6502	34.5539	40.9925	48.2378	36.3373	31.4387	39.5249	42.5802	34.8553	36.9689	29.0596	26.7873	38.3474	31.8763	29.5729	28.2555	20.7992	26.352	29.0213	34.8097
ZDHHC7	33.1203	31.7148	26.0958	23.7723	31.9104	32.9305	24.2848	23.411	26.0916	24.911	21.6971	21.5423	23.879	26.7344	24.7805	25.4683	25.0551	26.423	21.881	19.7976
ZDHHC8	5.23198	9.26117	5.04661	3.60075	5.19166	11.9954	3.90631	3.80319	10.4899	4.68574	3.55943	5.50466	3.94685	8.60748	4.79639	9.33149	10.8305	5.19492	7.90779	3.83936
ZDHHC8P1	0.0729298	0.210351	0.200869	0.143982	0.155736	0.121316	0.108692	0.146488	0.093834	0.191542	0.164685	0.208354	0.159521	0.134977	0.193603	0.182465	0.301147	0.220824	0.0598653	0.0663173
ZDHHC9	11.5772	10.0077	11.1201	10.424	12.2288	11.8553	11.1862	11.0663	19.3394	20.929	23.4178	21.6623	21.1082	20.8069	19.3059	18.3828	17.2781	18.4794	21.5664	20.2792
ZEB1	10.7863	9.86637	10.93	11.7135	9.62241	8.11852	10.7222	10.8966	6.75684	8.13829	7.35295	7.21398	9.94542	7.92864	7.86638	6.93304	5.47308	6.70298	7.29518	7.7661
ZEB1-AS1	5.99889	5.46756	4.42686	4.67319	5.25126	3.9127	3.40818	3.52083	3.90481	3.45738	4.48341	4.86193	2.25672	2.26535	3.66732	3.8696	4.29165	4.12233	1.48077	1.54751
ZEB2	3.51678	3.12309	2.04302	1.91896	2.22514	2.10852	1.7505	1.82215	6.79774	7.30355	8.775	8.30968	4.65318	3.94528	4.18974	3.81799	5.43075	6.27308	1.87457	1.66219
ZEB2-AS1	0.949644	0.365207	0.58124	0.409055	0.486693	0.0902681	0.424594	0.305194	1.73773	2.46479	2.85923	5.18494	1.03859	1.29791	1.42361	0.782663	1.79261	1.88209	0.623621	0.172708
ZER1	9.34284	9.28692	5.92284	5.65063	12.724	15.8813	5.41411	5.06581	2.72203	2.49652	6.42743	5.99113	1.95225	2.65132	5.91399	7.04249	15.2593	13.7581	3.27675	2.91418
ZFAND1	32.3975	28.0424	52.5717	58.5454	36.4718	28.1275	47.2475	55.3807	35.4421	38.8236	62.1734	59.3321	44.9088	33.7886	37.9209	31.7093	33.494	43.432	35.1596	43.1149
ZFAND2A	14.041	12.851	28.9718	25.8828	12.2553	12.385	29.5618	32.5628	27.9444	27.736	21.5069	19.6969	36.4793	33.8694	26.1579	24.5087	12.5146	16.8101	38.6138	42.7086
ZFAND2B	24.0518	23.7295	20.4991	22.0506	19.2953	22.0994	19.4254	20.9062	16.2879	13.4647	13.0889	12.1398	12.6276	14.5547	17.8158	20.0201	18.6575	16.0316	13.8139	10.2297
ZFAND3	12.9344	13.7794	9.47993	8.87393	14.1631	17.1569	8.60036	7.79133	11.1297	10.8544	11.864	12.8248	10.2771	13.0438	10.4935	13.0658	16.5491	14.9333	10.216	8.7809
ZFAND4	2.70582	2.70548	2.71981	2.97881	3.37961	3.14843	3.28645	3.40244	1.82431	2.11817	1.59427	1.51237	1.813	1.35675	2.454	2.23742	1.39871	1.73341	1.93037	2.24234
ZFAND5	19.0923	19.7475	12.1696	12.784	21.665	20.3178	13.3979	12.8883	15.8316	16.2272	14.2225	14.7077	20.7893	17.3341	18.5537	17.8241	15.9858	16.6655	23.9114	28.8091
ZFAND6	43.169	43.8402	41.2211	48.7882	49.9666	45.1173	46.7771	51.2853	27.1996	27.4293	37.4302	37.8158	30.2316	24.8519	42.3497	37.1282	33.9732	39.2797	32.7243	44.1806
ZFAS1	227.136	214.882	455.172	533.928	336.913	302.473	488.602	560.272	159.65	174.518	323.675	309.274	188.136	180.751	248.814	225.177	249.325	264.646	218.212	245.166
ZFAT	3.14178	3.08636	2.765	2.63725	3.91343	3.87679	2.33303	2.02206	2.26793	2.46874	1.93116	1.92846	2.28035	2.33324	2.64781	2.57882	2.6598	2.90856	1.30735	1.04949
ZFAT-AS1	1.17869	0.931701	0.960878	0.876595	1.65365	1.54754	0.866567	0.981036	0.731485	0.79925	0.700258	0.885942	1.18804	1.05958	1.14775	1.47185	1.50917	1.21639	0.572745	0.95171
ZFC3H1	11.4002	9.94621	4.44612	4.22232	10.7456	8.24563	4.05756	4.03411	8.36058	9.92	13.6464	12.2357	10.2029	7.86402	10.1688	9.16773	12.4058	15.401	8.43079	11.8587
ZFHX2	0.328453	0.22883	0.055357	0.0444261	0.386271	0.42533	0.0638498	0.0420701	0.0816617	0.0323584	0.0286644	0.0785746	0.0520605	0.0379511	0.0773065	0.103684	0.297651	0.204408	0.0406376	0.0259716
ZFHX3	2.83138	2.30937	0.834026	0.710044	2.93533	2.51202	0.79523	0.708906	1.33336	1.49555	1.97511	1.72207	0.970231	0.992986	0.885322	0.824355	1.23543	1.60179	0.631794	0.559413
ZFHX4	0.01	0.01	0	0.01	0.01	0.01	0.01	0	0.0923957	0.105611	0.032744	0.0236723	0.0679656	0.0406982	0.027172	0.0329256	0.01	0.0102637	0.104065	0.101719
ZFHX4-AS1	0	0	0	0.0203726	0.0484785	0	0	0	0.0324548	0.0701464	0.0427203	0	0.155178	0.0969615	0	0.0167056	0	0.0624905	0	0.180633
ZFP1	6.24979	6.36846	8.04066	9.16259	6.16694	5.72996	7.58994	8.09429	5.42023	5.56636	5.84124	6.42238	5.42569	4.50606	4.64816	5.15575	3.84205	5.38606	4.15877	5.26729
ZFP106	11.801	9.97838	7.23569	6.39294	13.4579	10.5044	8.0145	7.18141	10.394	12.7983	9.43479	9.17465	13.8543	10.7212	12.8657	10.3201	9.74889	11.8052	10.1467	12.6787
ZFP112	1.64467	1.62844	0.803804	0.986869	1.45743	1.24416	0.420715	0.41417	1.76327	1.81582	2.42049	3.1021	1.98619	1.75853	1.52028	1.4234	2.11983	2.92283	0.497742	0.703132
ZFP14	0.252118	0.210451	0.172255	0.193626	0.345564	0.287023	0.200982	0.235539	0.331928	0.380447	0.697303	0.573246	0.218021	0.237064	0.402853	0.414194	0.788583	0.826331	0.180965	0.207933
ZFP2	0.116502	0.062227	0.0118844	0.041819	0.232195	0.23071	0.0578768	0.062402	0.0111034	0	0.0584616	0.1356	0.0212357	0.0110574	0.0727698	0.0342917	0.274897	0.427583	0.0510038	0.0882824
ZFP28	0	0	0	0	0	0.01	0	0	0.396506	0.476106	0.76217	0.60791	0.565741	0.38233	0.955584	0.803422	1.16865	1.35726	0.325244	0.320264
ZFP3	0	0.011435	0.0109195	0	0	0	0.01	0	0	0	0	0	0	0	0	0.01	0	0	0	0
ZFP30	0.310321	0.304567	0.225548	0.208858	0.331332	0.331846	0.238472	0.210368	1.69135	1.98362	2.37961	2.30875	1.72875	1.37509	1.6173	1.37012	1.43013	1.85788	0.541302	0.846552
ZFP36	21.2579	27.6046	17.1004	15.2018	23.3694	35.7947	15.6147	13.8855	12.5508	7.76267	12.884	16.09	6.31045	10.7537	20.7278	33.4636	39.0206	27.449	45.85	29.3221
ZFP36L1	53.6992	61.9543	47.521	44.2336	44.1683	52.2882	36.6192	33.1939	41.7234	33.0618	46.4092	49.1725	37.3073	46.9522	30.153	37.0148	39.8977	32.5643	46.292	37.099
ZFP36L2	33.4889	47.9858	27.4471	24.8158	30.6872	43.1151	23.4584	20.9229	23.1077	17.1527	14.8626	20.8489	20.7777	27.9787	13.4811	19.6496	13.4109	8.52368	32.8429	25.1951
ZFP37	1.22441	0.881544	1.09845	1.18005	0.501435	0.382638	0.612437	0.781605	2.05253	2.34251	3.30775	3.37557	2.23793	2.18731	0.921942	0.799787	0.831111	1.3112	0.51768	0.762597
ZFP41	2.00323	2.54593	1.30577	1.2596	2.02632	3.09707	1.28031	1.2457	1.83826	1.47975	1.88036	1.35222	0.999818	1.51461	1.62903	2.2575	2.54287	2.36508	1.32661	0.94222
ZFP42	0.175008	0.0560859	0.160673	0.0879477	0.10464	0.0998117	0.143454	0.168731	0.170129	0.12978	0.184422	0.15555	0.287099	0.0797295	0.109314	0.133933	0.185826	0.173423	0.195374	0.111398
ZFP57	0	0	0	0	0	0.0243837	0	0	0	0.0158524	0	0	0	0	0	0	0	0	0	0
ZFP62	5.49698	5.30123	5.01232	5.14266	6.31304	5.54149	5.13356	5.31497	4.98366	4.91387	6.01076	6.17685	4.7531	3.83501	4.97994	4.37891	5.74583	6.14096	2.19642	2.73516
ZFP64	6.27791	6.93515	3.46757	3.18056	5.6514	6.87081	3.19155	3.16345	6.01854	5.3047	6.27875	5.62649	4.83101	5.44252	4.29774	4.96001	4.70927	4.67452	2.36734	1.61067
ZFP69	1.98928	1.93358	3.0506	3.26429	2.48342	2.31688	2.94847	3.65321	3.57515	3.44481	3.19216	2.73405	3.77742	3.48566	3.34533	3.55181	1.75376	1.85334	2.89979	3.39917
ZFP69B	1.96491	1.82915	3.0782	3.71129	1.81823	1.66762	2.66696	2.53719	2.52812	2.99228	2.4298	2.19791	5.37237	3.90304	2.23549	2.03803	1.32468	1.59685	2.19664	2.59505
ZFP82	0.177184	0.0340701	0.108448	0.127202	0.181614	0.168422	0.0396104	0.0996504	0.557264	0.613172	0.586822	0.787422	1.00766	0.887932	0.83005	0.792729	0.271753	0.663303	0.314159	0.515581
ZFP90	7.71923	8.06045	6.27032	6.29039	9.55406	8.37738	6.07984	7.13843	3.81195	4.30273	7.40339	6.62731	2.7619	2.15427	4.70666	4.44191	6.2242	7.35103	1.72552	2.00818
ZFP91	33.9153	32.5103	31.6581	31.9863	32.8905	27.4163	25.858	26.3793	41.6365	44.8531	29.9536	27.2847	53.2012	45.4377	31.6989	30.4136	22.1303	24.9502	27.7778	30.1612
ZFP91-CNTF	0.01	0.236964	0.615026	0.349864	0.01	0.01	0.530236	0.658764	0.660835	0.01	0.01	0.190495	0.40561	1.33276	0.947683	0.616698	0.241975	0.139001	0.819775	0.254864
ZFP92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFPL1	12.0762	16.6856	14.5614	13.7831	9.07974	14.2112	13.1482	12.0555	12.488	8.26711	13.0088	14.7827	6.64317	11.0568	8.67225	12.6857	14.3327	10.0321	12.3466	7.85783
ZFPM1	0.379946	1.7047	1.01633	0.969838	0.576956	2.56154	1.143	0.859266	0.724225	0.173923	0.169475	0.786186	0.123121	0.488832	0.32522	1.04379	1.46099	0.247906	0.65611	0.204739
ZFPM2	1.32928	1.27481	1.08888	1.29872	1.60497	1.26355	1.14696	1.2527	0.668689	0.877048	0.361106	0.723361	0.732359	0.58624	0.6118	0.658976	0.683912	0.858358	0.623519	0.508951
ZFR	58.9563	56.8494	74.9183	78.781	59.2521	52.7313	75.0105	80.2891	50.8329	53.6226	32.0759	31.5412	62.0746	54.2427	60.2653	57.6125	25.1936	29.3641	68.3115	76.1734
ZFR2	0.0187731	0.018049	0.0229806	0	0.0320708	0.0133835	0.01	0.0377079	0.0214703	0.0116013	0.0141307	0.01	0	0.01	0	0.0110515	0.0442968	0.0103351	0.0184922	0.017071
ZFX	7.09637	6.65151	6.92484	6.73099	6.93258	6.21587	6.25973	6.41907	7.35882	8.27356	7.98324	8.60379	10.5157	8.62203	7.74262	7.44925	6.74661	8.86388	6.64601	7.78609
ZFX-AS1	0	0.385752	0.122788	0.144022	0	0.286039	0.298987	0	0.114718	0	0	0.76418	0	0.228487	0	0	0	0.220886	0	0
ZFY	0	0	0.01	0	0	0.01	0	0	0.01	0	0	0.01	0	0.01	0.01	0.0110685	0	0	0.0117464	0
ZFYVE1	6.72703	6.28197	4.58156	4.42812	8.01361	7.80783	5.18385	4.92361	2.46555	2.68297	5.34895	5.25287	1.81196	1.67354	5.41121	5.58758	7.72446	9.37377	3.10013	3.33985
ZFYVE16	8.31058	8.19784	9.92867	10.7962	11.0088	8.476	11.7052	12.4304	5.65978	6.5422	5.39705	5.25401	7.16205	5.20156	9.15284	7.74987	6.14483	7.87477	5.68107	8.03752
ZFYVE19	14.1789	13.4454	9.65069	9.26482	13.5446	14.9608	9.60179	9.86861	11.0801	11.0952	16.537	14.1666	7.50445	9.01445	11.3522	12.0238	19.2702	19.192	8.40064	6.63649
ZFYVE20	4.9774	3.9942	3.73334	3.45485	4.70827	4.15083	3.14336	2.97543	6.33049	6.83714	6.47943	6.14817	6.38937	5.59003	5.7768	5.35897	5.36608	6.2799	3.79315	4.22597
ZFYVE21	23.9622	26.9255	30.7527	29.9303	23.272	26.453	30.7724	33.1254	18.2397	16.582	16.3684	18.3879	18.1055	21.2119	18.6555	21.3886	18.3184	16.5767	22.8555	20.104
ZFYVE26	3.77689	3.36368	1.69579	1.66186	4.10103	3.86891	1.71155	1.31605	3.20739	3.76454	3.21992	3.07392	2.99558	2.68275	3.62748	3.30988	3.93423	4.58583	1.88167	1.86289
ZFYVE27	9.71807	7.99543	8.88509	7.97347	10.9761	11.1608	8.98361	9.50993	9.03184	9.79791	8.38481	8.08779	13.3569	14.8315	9.87047	9.05913	11.3454	10.7262	13.4046	14.8466
ZFYVE28	5.49029	7.11938	4.66699	4.22548	7.14372	10.0706	4.30796	4.05136	2.60308	1.87866	2.92188	4.67044	1.36509	2.50163	2.52819	3.50788	6.851	4.75865	1.71919	1.3651
ZFYVE9	7.45897	7.25891	9.94139	9.99973	9.27846	8.06431	9.55633	9.83967	8.38041	9.07075	9.10704	8.87649	11.0134	9.06698	8.48073	7.74541	7.19659	9.01753	6.18371	7.13652
ZG16	0.133302	0.102529	0.114225	0.191398	0.0683176	0.038013	0.25827	0.107101	0.0762273	0.0823772	0.120406	0.135407	0.11663	0.0910943	0.0832637	0.0941684	0.0314539	0.205482	0.052523	0.0969728
ZG16B	0.27395	0.438973	0.167674	0.295007	0.1755	0.292953	0.153107	0.165078	1.37073	1.31203	1.34033	1.43486	0.973729	1.32606	0.299452	0.92731	0	0.301633	1.03443	0.373667
ZGLP1	0.48127	0.586096	0.544948	0.552813	0.57552	0.766262	0.484155	0.425341	0.811864	0.475859	0.217354	0.519424	0.605299	0.931836	0.676377	0.779125	0.823309	0.397428	0.742706	0.612687
ZGPAT	10.5411	15.9806	13.9258	11.8114	9.54677	17.6273	12.3013	11.9713	10.6411	6.25812	4.56382	6.17024	5.72403	10.3068	7.38315	12.0159	10.7638	6.41507	9.1112	6.37621
